Year,Type,Date,Water Body,Species,Number,Size,Hatchery
1996,Public Fish - Stocked,4/16/1996,Vincent,Walleye,"70,000",fry,Byron SFH - ODWC
1996,Public Fish - Stocked,4/24/1996,Canton,Walleye,"3,000,000",fry,Nebraska
1996,Public Fish - Stocked,4/26/1996,Canton,Walleye,"2,500,000",fry,Genoa NFH - Wisconsin
1996,Public Fish - Stocked,4/29/1996,Bell Cow,Northern Largemouth Bass,116,,Dripping Springs
1996,Public Fish - Stocked,4/30/1996,Great Salt Plains Nursery Pond,Saugeye,"75,000",fry,Byron SFH - ODWC
1996,Public Fish - Stocked,4/30/1996,Great Salt Plains Nursery Pond,Saugeye,"75,000",fry,
1996,Public Fish - Stocked,5/1/1996,Arcadia ODWC Pond,Channel Catfish,200,14,Wes Harden
1996,Public Fish - Stocked,5/1/1996,Arcadia Spring Creek,Channel Catfish,200,14,Wes Harden
1996,Public Fish - Stocked,5/1/1996,Arcadia/Edmond N. (Edmond Park Pond),Hybrid Bluegill,400,4,
1996,Public Fish - Stocked,5/1/1996,Arcadia/Edmond N. (Edmond Park Pond),Channel Catfish,200,14,
1996,Public Fish - Stocked,5/1/1996,Bartlesville Lowe,Hybrid Bluegill,300,5,Byron SFH - ODWC
1996,Public Fish - Stocked,5/1/1996,Bartlesville Lowe,Channel Catfish,200,14,Wes Harden
1996,Public Fish - Stocked,5/1/1996,Bears Den Park,Hybrid Bluegill,200,4,Byron SFH - ODWC
1996,Public Fish - Stocked,5/1/1996,Durant Lake &/Or Treatment,Threadfin Shad,"4,740",Adult,Texoma
1996,Public Fish - Stocked,5/1/1996,"Hunter Park, Kiowa",Channel Catfish,150,14,
1996,Public Fish - Stocked,5/1/1996,Illinois River-Lower,Rainbow Trout,"31,500",9,Genoa NFH - Wisconsin
1996,Public Fish - Stocked,5/1/1996,Keystone,Walleye,"2,600,000",fry,Genoa NFH - Wisconsin
1996,Public Fish - Stocked,5/1/1996,Mountain Fork,Rainbow Trout,"15,819",8.5,"Crystal Lake Fisheries Ava, MO (Emersons)"
1996,Public Fish - Stocked,5/1/1996,MS-6,Channel Catfish,"3,300",8,
1996,Public Fish - Stocked,5/1/1996,Muel Lake Tishomingo NWR,Channel Catfish,"3,300",8,
1996,Public Fish - Stocked,5/1/1996,Muldrow City Lake ,Channel Catfish,"3,300",8,Holdenville SFH - ODWC
1996,Public Fish - Stocked,5/1/1996,"Mulvey Pond, Yukon City Park",Channel Catfish,300,14,
1996,Public Fish - Stocked,5/1/1996,Okmulgee,Northern Largemouth Bass,168,,
1996,Public Fish - Stocked,5/1/1996,"Pickens, Eufaula",Hybrid Bluegill,200,4,
1996,Public Fish - Stocked,5/1/1996,"Pickens, Eufaula",Channel Catfish,200,9,
1996,Public Fish - Stocked,5/1/1996,R S Kerr,Walleye,"155,000",1.25,Byron SFH - ODWC
1996,Public Fish - Stocked,5/1/1996,"Robertson Pond, Yukon Senior Center",Channel Catfish,300,14,
1996,Public Fish - Stocked,5/1/1996,Sooner Lake,Hybrid Striped Bass,"51,060",1.75,
1996,Public Fish - Stocked,5/1/1996,Sooner Lake,Striped Bass,"200,000",fry,
1996,Public Fish - Stocked,5/1/1996,Tenkiller,Walleye,"53,500",1.25,
1996,Public Fish - Stocked,5/1/1996,"The Gardens, Tulsa ",Saugeye,"70,034",1.5,
1996,Public Fish - Stocked,5/1/1996,Thunderbird,Saugeye,"70,034",1.5,
1996,Public Fish - Stocked,5/1/1996,Thunderbird Nursery,Saugeye,"400,000",fry,
1996,Public Fish - Stocked,5/1/1996,Tinker AFB Ponds,Channel Catfish,200,14,
1996,Public Fish - Stocked,5/1/1996,Waurika,Walleye,"125,700",1.25,
1996,Public Fish - Stocked,5/1/1996,Wetumka,Saugeye,"9,450",1.5,
1996,Public Fish - Stocked,5/1/1996,Wewoka,Saugeye,"9,150",1.5,
1996,Public Fish - Stocked,5/8/1996,Ellsworth,Saugeye,"37,000",1.25,Byron SFH - ODWC
1996,Public Fish - Stocked,5/8/1996,Elmer Thomas WMWR,Saugeye,"8,000",1.25,Byron SFH - ODWC
1996,Public Fish - Stocked,5/9/1996,Bell Cow,Northern Largemouth Bass,47,21,Dripping Springs
1996,Public Fish - Stocked,5/13/1996,Bell Cow,Northern Largemouth Bass,356,21,Dripping Springs
1996,Public Fish - Stocked,5/14/1996,Oologah,Walleye,"103,200",1.25,Byron SFH - ODWC
1996,Public Fish - Stocked,5/15/1996,Bixhoma,Threadfin Shad,500,Adult,Tenkiller
1996,Public Fish - Stocked,5/15/1996,Hefner,Walleye,"316,725",1.25,H B Parsons Hatchery
1996,Public Fish - Stocked,5/16/1996,Elk City,Saugeye,"75,000",fry,Nebraska
1996,Public Fish - Stocked,5/17/1996,"Hunter Park, Tulsa",Channel Catfish,150,14,Wes Harden
1996,Public Fish - Stocked,5/17/1996,McGee Creek,Threadfin Shad,"3,650",Adult,Texoma
1996,Public Fish - Stocked,5/17/1996,McMurtry,Walleye,"12,000",1.25,Byron SFH - ODWC
1996,Public Fish - Stocked,5/21/1996,Geronimo City Park Pond,Channel Catfish,200,14,Wes Harden
1996,Public Fish - Stocked,5/21/1996,Great Salt Plains,Saugeye,"40,000",1.5,Byron SFH - ODWC
1996,Public Fish - Stocked,5/23/1996,Konawa,Hybrid Striped Bass,"2,500",1.5,"Possum Kingdom, Texas"
1996,Public Fish - Stocked,5/24/1996,Jean Neustadt,Saugeye,"9,600",1.5,Byron SFH - ODWC
1996,Public Fish - Stocked,5/31/1996,Dolese Park Pond,Channel Catfish,400,14,H B Parsons Hatchery
1996,Public Fish - Stocked,5/31/1996,Dolese Park Pond,Channel Catfish,400,14,Wes Harden
1996,Public Fish - Stocked,5/31/1996,Douglass Park Pond,Northern Largemouth Bass,250,2.5,H B Parsons Hatchery
1996,Public Fish - Stocked,5/31/1996,Pauls Valley City,Saugeye,"34,037",1.5,Texas
1996,Public Fish - Stocked,6/1/1996,Altus City,Saugeye,"2,800",1.75,Byron SFH - ODWC
1996,Public Fish - Stocked,6/1/1996,Altus Lugert,Hybrid Striped Bass,"34,000",1.5,Byron SFH - ODWC
1996,Public Fish - Stocked,6/1/1996,Bell Cow,Certified Florida Largemouth Bass,"22,980",3,Holdenville SFH - ODWC
1996,Public Fish - Stocked,6/1/1996,Bell Cow,Northern Largemouth Bass,"3,000",1.25,JA Manning SFH - ODWC
1996,Public Fish - Stocked,6/1/1996,Bethel Foundation Pond,Certified Florida Largemouth Bass,"22,980",3,
1996,Public Fish - Stocked,6/1/1996,Bethel Foundation Pond,Northern Largemouth Bass,"3,000",1.25,
1996,Public Fish - Stocked,6/1/1996,Birch,Hybrid Striped Bass,"12,000",1.25,Byron SFH - ODWC
1996,Public Fish - Stocked,6/1/1996,"Bluestem, Osage",Saugeye,"16,100",1.7,Byron SFH - ODWC
1996,Public Fish - Stocked,6/1/1996,Bokchito City Sewage Lagoons,Saugeye,"16,100",1.7,
1996,Public Fish - Stocked,6/1/1996,Burtschi,Certified Florida Largemouth Bass,"7,200",3,Holdenville SFH - ODWC
1996,Public Fish - Stocked,6/1/1996,Burtschi,Smallmouth Bass,"2,000",3,Tishomingo NFH
1996,Public Fish - Stocked,6/1/1996,Carl Blackwell,Hybrid Striped Bass,"65,000",1.25,Byron SFH - ODWC
1996,Public Fish - Stocked,6/1/1996,Carl Blackwell,Saugeye,"68,200",1.7,Byron SFH - ODWC
1996,Public Fish - Stocked,6/1/1996,Guthrie City ,Saugeye,"11,880",1.6,Byron SFH - ODWC
1996,Public Fish - Stocked,6/1/1996,"Hunter Park, Kiowa",Channel Catfish,300,14,
1996,Public Fish - Stocked,6/1/1996,Illinois River-Lower,Rainbow Trout,"14,000",9,Genoa NFH - Wisconsin
1996,Public Fish - Stocked,6/1/1996,Kaw,Striped Bass,"45,100",1.25,Durant SFH - ODWC
1996,Public Fish - Stocked,6/1/1996,Kaw,Striped Bass,"49,300",1,Durant SFH - ODWC
1996,Public Fish - Stocked,6/1/1996,McAlester AAP Ponds,Certified Florida Largemouth Bass,"3,000",1.5,Durant SFH - ODWC
1996,Public Fish - Stocked,6/1/1996,McAlester Nursery Pond ,Certified Florida Largemouth Bass,"3,000",1.5,
1996,Public Fish - Stocked,6/1/1996,McGee Creek,Certified Florida Largemouth Bass,"76,081",3,Durant SFH - ODWC
1996,Public Fish - Stocked,6/1/1996,McGee Creek,Smallmouth Bass,"5,300",2.75,Durant SFH - ODWC
1996,Public Fish - Stocked,6/1/1996,Mountain Fork,Rainbow Trout,"11,923",8.5,"Crystal Lake Fisheries Ava, MO (Emersons)"
1996,Public Fish - Stocked,6/1/1996,MS-6,Channel Catfish,600,7,
1996,Public Fish - Stocked,6/1/1996,Muel Lake Tishomingo NWR,Channel Catfish,600,7,
1996,Public Fish - Stocked,6/1/1996,Overholser,Hybrid Striped Bass,"3,300",2.25,
1996,Public Fish - Stocked,6/1/1996,Overholser,Hybrid Striped Bass,"203,150",1.25,
1996,Public Fish - Stocked,6/1/1996,Owen Park,Channel Catfish,300,14,
1996,Public Fish - Stocked,6/1/1996,Ponca City Lake,Hybrid Striped Bass,"18,000",1.25,
1996,Public Fish - Stocked,6/1/1996,Prague,Certified Florida Largemouth Bass,"12,600",3,
1996,Public Fish - Stocked,6/1/1996,R.C. Longmire,Certified Florida Largemouth Bass,"18,500",3,
1996,Public Fish - Stocked,6/1/1996,Rogers College,Channel Catfish,150,14,
1996,Public Fish - Stocked,6/1/1996,Sahoma,Hybrid Striped Bass,"4,200",1.25,
1996,Public Fish - Stocked,6/1/1996,Sardis,Certified Florida Largemouth Bass,"153,913",3,
1996,Public Fish - Stocked,6/1/1996,Sardis,Certified Florida Largemouth Bass,"242,050",1.1,
1996,Public Fish - Stocked,6/1/1996,Shawnee #1,Saugeye,"12,600",1.75,
1996,Public Fish - Stocked,6/1/1996,Shawnee #1,Saugeye,"14,550",2.5,
1996,Public Fish - Stocked,6/1/1996,Shawnee #1,Saugeye,"40,000",1.6,
1996,Public Fish - Stocked,6/1/1996,Skiatook,Hybrid Striped Bass,"105,000",1.25,
1996,Public Fish - Stocked,6/1/1996,Sooner Lake,Striped Bass,"5,500",1.25,
1996,Public Fish - Stocked,6/1/1996,Spavinaw WMA,Channel Catfish,35,14,
1996,Public Fish - Stocked,6/1/1996,Stigler City,Channel Catfish,"8,000",7,
1996,Public Fish - Stocked,6/1/1996,"Texoma, Johnston Co.",Certified Florida Largemouth Bass,"100,300",3,
1996,Public Fish - Stocked,6/1/1996,"Texoma, Johnston Co.",Smallmouth Bass,"3,900",2.75,
1996,Public Fish - Stocked,6/1/1996,"Texoma, Johnston Co.",Smallmouth Bass,"16,100",3,
1996,Public Fish - Stocked,6/1/1996,"The Gardens, Tulsa ",Saugeye,"49,000",1.6,
1996,Public Fish - Stocked,6/1/1996,Thunderbird,Saugeye,"49,000",1.6,
1996,Public Fish - Stocked,6/1/1996,Tom Steed,Saugeye,"112,091",1.7,
1996,Public Fish - Stocked,6/1/1996,Waurika,Hybrid Striped Bass,"108,000",1.25,
1996,Public Fish - Stocked,6/1/1996,Waxhoma,Channel Catfish,200,14,
1996,Public Fish - Stocked,6/1/1996,Whitaker Park Pond,Channel Catfish,250,14,
1996,Public Fish - Stocked,6/1/1996,Wiley Post,Saugeye,"15,000",1.6,
1996,Public Fish - Stocked,6/3/1996,Durant Lake &/Or Treatment,Certified Florida Largemouth Bass,"32,330",3,Uvalde NFH
1996,Public Fish - Stocked,6/3/1996,Elk City,Channel Catfish,300,14,Wes Harden
1996,Public Fish - Stocked,6/3/1996,Elk City Kids,Channel Catfish,300,14,Wes Harden
1996,Public Fish - Stocked,6/3/1996,Great Salt Plains,Saugeye,"34,440",1.7,Byron SFH - ODWC
1996,Public Fish - Stocked,6/5/1996,Chouteau Bridge Pond (WMA),Channel Catfish,200,14,Wes Harden
1996,Public Fish - Stocked,6/5/1996,Honor Heights Park,Channel Catfish,200,14,Wes Harden
1996,Public Fish - Stocked,6/5/1996,Okemah Airport,Northern Largemouth Bass,"2,000",1.25,JA Manning SFH - ODWC
1996,Public Fish - Stocked,6/7/1996,Ellsworth,Saugeye,"76,400",2,Byron SFH - ODWC
1996,Public Fish - Stocked,6/10/1996,"Liberty Lake Park, Lawton",Channel Catfish,400,14,Wes Harden
1996,Public Fish - Stocked,6/10/1996,Optima,Black Crappie,19,6,
1996,Public Fish - Stocked,6/10/1996,Optima,Bluegill,585,4.5,
1996,Public Fish - Stocked,6/10/1996,Optima,Channel Catfish,312,9,
1996,Public Fish - Stocked,6/10/1996,Optima,Northern Largemouth Bass,"2,640",1.5,
1996,Public Fish - Stocked,6/11/1996,Comanche City Pond,Saugeye,"3,500",2,Byron SFH - ODWC
1996,Public Fish - Stocked,6/11/1996,Ft. Sill Ponds,Channel Catfish,400,14,Wes Harden
1996,Public Fish - Stocked,6/11/1996,Holdenville City,Saugeye,"11,000",1.7,Byron SFH - ODWC
1996,Public Fish - Stocked,6/11/1996,Pauls Valley City,Saugeye,"7,500",1.7,Byron SFH - ODWC
1996,Public Fish - Stocked,6/12/1996,Humphreys,Saugeye,"18,000",1.7,Byron SFH - ODWC
1996,Public Fish - Stocked,6/13/1996,"Hunter Park, Tulsa",Channel Catfish,300,14,Wes Harden
1996,Public Fish - Stocked,6/14/1996,Bonham Pond (Great Salt Plains Handicap),Hybrid Sunfish,75,8,Byron SFH - ODWC
1996,Public Fish - Stocked,6/14/1996,Bonham Pond (Great Salt Plains Handicap),Channel Catfish,75,11,Byron SFH - ODWC
1996,Public Fish - Stocked,6/17/1996,Davenport,Channel Catfish,"2,400",7,Holdenville SFH - ODWC
1996,Public Fish - Stocked,6/17/1996,Okmulgee,Channel Catfish,"8,272",7,Holdenville SFH - ODWC
1996,Public Fish - Stocked,6/18/1996,Canton,Hybrid Striped Bass,"32,000",1.25,
1996,Public Fish - Stocked,6/18/1996,Elk City,Certified Florida Largemouth Bass,"3,775",1.75,Durant SFH - ODWC
1996,Public Fish - Stocked,6/18/1996,Elk City Nursery Pond,Certified Florida Largemouth Bass,"3,775",1.75,Durant SFH - ODWC
1996,Public Fish - Stocked,6/18/1996,"Houston Pond, Twin Eagle's Ranch",Channel Catfish,150,14,Wes Harden
1996,Public Fish - Stocked,6/18/1996,Konawa,Hybrid Striped Bass,"13,500",1.25,Byron SFH - ODWC
1996,Public Fish - Stocked,6/19/1996,Muldrow City Lake ,Channel Catfish,600,7,Holdenville SFH - ODWC
1996,Public Fish - Stocked,6/21/1996,Dolese Park Pond,Hybrid Bluegill,400,6,Byron SFH - ODWC
1996,Public Fish - Stocked,6/27/1996,Arcadia Lake,Certified Florida Largemouth Bass,"36,000",3,Durant SFH - ODWC
1996,Public Fish - Stocked,6/27/1996,Healdton City Lake,Certified Florida Largemouth Bass,"7,200",3,Durant SFH - ODWC
1996,Public Fish - Stocked,6/27/1996,Konawa,Certified Florida Largemouth Bass,"27,000",3,Durant SFH - ODWC
1996,Public Fish - Stocked,7/1/1996,Arbuckle,Certified Florida Largemouth Bass,"50,098",2.25,Durant SFH - ODWC
1996,Public Fish - Stocked,7/1/1996,Arcadia/Edmond N. (Edmond Park Pond),Channel Catfish,200,14,
1996,Public Fish - Stocked,7/1/1996,Ardmore City,Certified Florida Largemouth Bass,"4,100",2.25,Durant SFH - ODWC
1996,Public Fish - Stocked,7/1/1996,Blue River,Channel Catfish,"7,915",11,Holdenville SFH - ODWC
1996,Public Fish - Stocked,7/1/1996,"Bluestem, Atoka",Certified Florida Largemouth Bass,"1,400",1.75,Durant SFH - ODWC
1996,Public Fish - Stocked,7/1/1996,Carl Albert Lake (Talihina City Lake),Certified Florida Largemouth Bass,"3,645",1.75,Durant SFH - ODWC
1996,Public Fish - Stocked,7/1/1996,Duncan Lake,Certified Florida Largemouth Bass,"2,437",3,
1996,Public Fish - Stocked,7/1/1996,Duncan Lake,Smallmouth Bass,"4,000",3,
1996,Public Fish - Stocked,7/1/1996,Edmond City Lake,Channel Catfish,200,14,Wes Harden
1996,Public Fish - Stocked,7/1/1996,"Hunter Park, Kiowa",Channel Catfish,300,14,
1996,Public Fish - Stocked,7/1/1996,Illinois River-Lower,Rainbow Trout,"5,000",9,Genoa NFH - Wisconsin
1996,Public Fish - Stocked,7/1/1996,Jean Neustadt,Certified Florida Largemouth Bass,"4,600",2.25,Durant SFH - ODWC
1996,Public Fish - Stocked,7/1/1996,McGee Creek,Smallmouth Bass,"44,572",3,Holdenville SFH - ODWC
1996,Public Fish - Stocked,7/1/1996,Mountain Fork,Rainbow Trout,"7,740",8.5,"Crystal Lake Fisheries Ava, MO (Emersons)"
1996,Public Fish - Stocked,7/1/1996,Okmulgee,Northern Largemouth Bass,565,18,
1996,Public Fish - Stocked,7/1/1996,Owen Park,Channel Catfish,300,14,
1996,Public Fish - Stocked,7/1/1996,Ozzie Cobb,Certified Florida Largemouth Bass,"2,340",1.75,
1996,Public Fish - Stocked,7/1/1996,Raymond Gary,Certified Florida Largemouth Bass,"5,265",1.75,
1996,Public Fish - Stocked,7/1/1996,Sardis Kids Pond,Channel Catfish,250,14,
1996,Public Fish - Stocked,7/1/1996,Schooler,Certified Florida Largemouth Bass,630,1.75,
1996,Public Fish - Stocked,7/1/1996,Spaulding Park Pond,Channel Catfish,200,14,
1996,Public Fish - Stocked,7/1/1996,"Veterans Lake, Sulphur",Certified Florida Largemouth Bass,"2,920",2,
1996,Public Fish - Stocked,7/1/1996,Wayne Wallace (Robbers Cave State Park),Certified Florida Largemouth Bass,"1,890",1.75,
1996,Public Fish - Stocked,7/2/1996,Arcadia Lake,Certified Florida Largemouth Bass,"23,432",3,Byron SFH - ODWC
1996,Public Fish - Stocked,7/2/1996,Murray,Certified Florida Largemouth Bass,"30,045",2,Durant SFH - ODWC
1996,Public Fish - Stocked,7/2/1996,Nanih Waiya,Certified Florida Largemouth Bass,"2,610",1.75,Durant SFH - ODWC
1996,Public Fish - Stocked,7/3/1996,Comanche City Pond,Certified Florida Largemouth Bass,"3,000",3,Byron SFH - ODWC
1996,Public Fish - Stocked,7/3/1996,Humphreys,Certified Florida Largemouth Bass,"8,850",3,Byron SFH - ODWC
1996,Public Fish - Stocked,7/5/1996,Clear Creek Lake,Certified Florida Largemouth Bass,"5,600",3,Byron SFH - ODWC
1996,Public Fish - Stocked,7/11/1996,"Hunter Park, Tulsa",Channel Catfish,300,14,Wes Harden
1996,Public Fish - Stocked,7/12/1996,Elmer Thomas WMWR,Smallmouth Bass,"3,600",3,Holdenville SFH - ODWC
1996,Public Fish - Stocked,7/17/1996,Optima,Gizzard Shad,100,12,
1996,Public Fish - Stocked,7/18/1996,Eufaula,Smallmouth Bass,"30,302",2.25,Nursery Pond
1996,Public Fish - Stocked,7/19/1996,Dolese Park Pond,Hybrid Bluegill,400,5,Byron SFH - ODWC
1996,Public Fish - Stocked,7/19/1996,Dolese Park Pond,Channel Catfish,250,11,Holdenville SFH - ODWC
1996,Public Fish - Stocked,7/19/1996,"Liberty Lake Park, Lawton",Channel Catfish,250,11,Holdenville SFH - ODWC
1996,Public Fish - Stocked,7/24/1996,Hefner,Smallmouth Bass,"16,860",3.25,H B Parsons Hatchery
1996,Public Fish - Stocked,8/1/1996,Boswell Wtr. Treat. Ponds,Grass Carp,58,14,Durant SFH - ODWC
1996,Public Fish - Stocked,8/1/1996,"Hunter Park, Tulsa",Channel Catfish,300,14,Wes Harden
1996,Public Fish - Stocked,8/6/1996,Beaver Dunes State Park,Grass Carp,200,5,
1996,Public Fish - Stocked,8/9/1996,Hefner,Channel Catfish,400,14,Wes Harden
1996,Public Fish - Stocked,8/18/1996,Dolese Park Pond,Hybrid Bluegill,500,4,Byron SFH - ODWC
1996,Public Fish - Stocked,8/22/1996,Coleman Plaza,Grass Carp,24,12,Holdenville SFH - ODWC
1996,Public Fish - Stocked,8/22/1996,Dolese Park Pond,Grass Carp,10,12,Holdenville SFH - ODWC
1996,Public Fish - Stocked,9/1/1996,Blue River,Channel Catfish,"2,952",11.5,Holdenville SFH - ODWC
1996,Public Fish - Stocked,9/1/1996,"Hunter Park, Kiowa",Channel Catfish,300,14,
1996,Public Fish - Stocked,9/1/1996,Illinois River-Lower,Rainbow Trout,"12,500",9,Genoa NFH - Wisconsin
1996,Public Fish - Stocked,9/1/1996,Lawtonka,Channel Catfish,"20,009",7,Durant SFH - ODWC
1996,Public Fish - Stocked,9/1/1996,Mountain Fork,Rainbow Trout,"18,880",8.5,"Crystal Lake Fisheries Ava, MO (Emersons)"
1996,Public Fish - Stocked,9/1/1996,MS-6,Channel Catfish,190,14,
1996,Public Fish - Stocked,9/1/1996,Muel Lake Tishomingo NWR,Channel Catfish,190,14,
1996,Public Fish - Stocked,9/1/1996,Muldrow City Lake ,Channel Catfish,190,14,Holdenville SFH - ODWC
1996,Public Fish - Stocked,9/1/1996,Okmulgee,Channel Catfish,"20,603",7,Durant SFH - ODWC
1996,Public Fish - Stocked,9/1/1996,Owen Park,Channel Catfish,300,14,
1996,Public Fish - Stocked,9/1/1996,Sportsman,Channel Catfish,"6,968",7,
1996,Public Fish - Stocked,9/1/1996,Wetumka,Channel Catfish,"7,120",7,
1996,Public Fish - Stocked,9/1/1996,Will Rogers Airport ,Grass Carp,5,12,
1996,Public Fish - Stocked,9/5/1996,Bonham Pond (Great Salt Plains Handicap),Bluegill,"15,000",1.5,Byron SFH - ODWC
1996,Public Fish - Stocked,9/11/1996,Optima,Gizzard Shad,100,12,
1996,Public Fish - Stocked,9/19/1996,Honor Heights Park,Channel Catfish,200,14,Holdenville SFH - ODWC
1996,Public Fish - Stocked,9/19/1996,Martin Landing,Channel Catfish,200,14,Holdenville SFH - ODWC
1996,Public Fish - Stocked,10/1/1996,Altus City,Channel Catfish,"1,000",8.75,JA Manning SFH - ODWC
1996,Public Fish - Stocked,10/1/1996,Bartlesville Lowe,Channel Catfish,250,8.75,JA Manning SFH - ODWC
1996,Public Fish - Stocked,10/1/1996,Blue River,Rainbow Trout,"11,114",9,Greers Ferry NFH
1996,Public Fish - Stocked,10/1/1996,Broken Bow,Channel Catfish,"32,019",7,Durant SFH - ODWC
1996,Public Fish - Stocked,10/1/1996,Burtschi,Channel Catfish,"7,200",8.75,Tishomingo NFH
1996,Public Fish - Stocked,10/1/1996,Carl Albert Lake (Talihina City Lake),Channel Catfish,"7,320",9,Tishomingo NFH
1996,Public Fish - Stocked,10/1/1996,Carlton (Robbers Cave State Park),Channel Catfish,"2,080",8.75,Tishomingo NFH
1996,Public Fish - Stocked,10/1/1996,Carriage Hills,Channel Catfish,300,8.75,
1996,Public Fish - Stocked,10/1/1996,Choctaw-Ten Acre (10 Acre Park),Channel Catfish,200,8.75,
1996,Public Fish - Stocked,10/1/1996,Dahlgren,Channel Catfish,600,8.75,JA Manning SFH - ODWC
1996,Public Fish - Stocked,10/1/1996,Dale Zachary Sr. Citizens,Channel Catfish,600,8.75,
1996,Public Fish - Stocked,10/1/1996,Edmond City Lake,Channel Catfish,150,8.75,
1996,Public Fish - Stocked,10/1/1996,Elmer Thomas WMWR,Channel Catfish,"14,400",7,Tishomingo NFH
1996,Public Fish - Stocked,10/1/1996,Ft. Cobb,Channel Catfish,"19,554",6,Byron SFH - ODWC
1996,Public Fish - Stocked,10/1/1996,"Hafer Park Pond, Edmond",Channel Catfish,150,8.75,Durant SFH - ODWC
1996,Public Fish - Stocked,10/1/1996,Holdenville City,Channel Catfish,"16,142",7,JA Manning SFH - ODWC
1996,Public Fish - Stocked,10/1/1996,Illinois River-Lower,Brown Trout,"1,000",12,Genoa NFH - Wisconsin
1996,Public Fish - Stocked,10/1/1996,Illinois River-Lower,Brown Trout,"26,450",3.93,Genoa NFH - Wisconsin
1996,Public Fish - Stocked,10/1/1996,Illinois River-Lower,Rainbow Trout,"7,500",9,Genoa NFH - Wisconsin
1996,Public Fish - Stocked,10/1/1996,Kids Fish Out,Channel Catfish,100,8.75,JA Manning SFH - ODWC
1996,Public Fish - Stocked,10/1/1996,Lawtonka,Channel Catfish,"4,004",7,Durant SFH - ODWC
1996,Public Fish - Stocked,10/1/1996,Lexington WMA Ponds,Channel Catfish,500,8.75,JA Manning SFH - ODWC
1996,Public Fish - Stocked,10/1/1996,Maple Park,Channel Catfish,130,8.75,JA Manning SFH - ODWC
1996,Public Fish - Stocked,10/1/1996,Mountain Fork,Rainbow Trout,"8,330",8.5,"Crystal Lake Fisheries Ava, MO (Emersons)"
1996,Public Fish - Stocked,10/1/1996,Mountain Fork,Rainbow Trout,"16,000",5.73,Norfork NFH
1996,Public Fish - Stocked,10/1/1996,Mountain Fork,Brown Trout,"11,000",5,Wyoming Game & Fish
1996,Public Fish - Stocked,10/1/1996,MS-6,Channel Catfish,600,8.75,
1996,Public Fish - Stocked,10/1/1996,Muel Lake Tishomingo NWR,Channel Catfish,600,8.75,
1996,Public Fish - Stocked,10/1/1996,"NE Lions Park, Norman (AKA Willow Pond)",Channel Catfish,150,8.75,
1996,Public Fish - Stocked,10/1/1996,Ozzie Cobb,Channel Catfish,"4,640",8.75,
1996,Public Fish - Stocked,10/1/1996,Porum City,Channel Catfish,902,7,
1996,Public Fish - Stocked,10/1/1996,Raymond Gary,Channel Catfish,"10,520",9,
1996,Public Fish - Stocked,10/1/1996,Schooler,Channel Catfish,"1,400",9,
1996,Public Fish - Stocked,10/1/1996,Skyline Pond,Channel Catfish,300,8.75,
1996,Public Fish - Stocked,10/1/1996,Spavinaw WMA,Channel Catfish,150,8.75,
1996,Public Fish - Stocked,10/1/1996,Sportsman,Channel Catfish,"6,193",7,
1996,Public Fish - Stocked,10/1/1996,"Sutton Wilderness Area, Norman",Channel Catfish,300,8.75,
1996,Public Fish - Stocked,10/1/1996,Talihina State Veterans Hospital,Channel Catfish,500,9,
1996,Public Fish - Stocked,10/1/1996,Tom Steed,Channel Catfish,"13,922",7.5,
1996,Public Fish - Stocked,10/1/1996,Vanderwork,Channel Catfish,"5,940",8.75,
1996,Public Fish - Stocked,10/1/1996,Wayne Wallace (Robbers Cave State Park),Channel Catfish,"3,760",8.75,
1996,Public Fish - Stocked,10/3/1996,Etling,Grass Carp,100,18,
1996,Public Fish - Stocked,10/3/1996,Watonga,Grass Carp,100,18,
1996,Public Fish - Stocked,10/8/1996,Gripp B. O. W. Pond,Channel Catfish,200,14,Wes Harden
1996,Public Fish - Stocked,10/10/1996,45th Infantry Memorial Park (Coalgate Vet Pond),Channel Catfish,"2,000",6,Holdenville SFH - ODWC
1996,Public Fish - Stocked,10/10/1996,Coalgate City,Channel Catfish,"11,000",6,Holdenville SFH - ODWC
1996,Public Fish - Stocked,10/14/1996,American Horse,Channel Catfish,"4,000",8.75,JA Manning SFH - ODWC
1996,Public Fish - Stocked,10/14/1996,Choctaw Creek Park (Aka Miskelly Park Pond),Channel Catfish,200,8.75,JA Manning SFH - ODWC
1996,Public Fish - Stocked,10/14/1996,Elmer,Channel Catfish,"2,520",8.75,JA Manning SFH - ODWC
1996,Public Fish - Stocked,10/14/1996,Etling,Channel Catfish,"6,400",9,
1996,Public Fish - Stocked,10/14/1996,"Hafer Park Pond, Edmond",Channel Catfish,150,8.75,JA Manning SFH - ODWC
1996,Public Fish - Stocked,10/14/1996,Hall,Channel Catfish,"1,600",8.75,JA Manning SFH - ODWC
1996,Public Fish - Stocked,10/14/1996,Moore High School Pond (Jimmy Pigg Pond),Channel Catfish,100,8.75,JA Manning SFH - ODWC
1996,Public Fish - Stocked,10/14/1996,Mustang Creek Elem. Outdoor Classroom,Channel Catfish,100,8.75,JA Manning SFH - ODWC
1996,Public Fish - Stocked,10/14/1996,Vincent,Channel Catfish,"6,400",9,
1996,Public Fish - Stocked,10/15/1996,Bonham Pond (Great Salt Plains Handicap),Channel Catfish,200,8.75,
